Approved symbol	Previous symbols	Pubmed IDs	Synonyms
NDUFS5P5			
NDUFS5P6			
NDUFS5P7			
NDUFS6		9763677	CI-13kA
NDUFS6P1			
NDUFS7		8938450	PSST, FLJ46880, FLJ45860, CI-20
NDUFS8		9666055, 9116042	TYKY, CI-23k
NDUFV1		1478657	CI-51K
NDUFV2		9763677, 7607668	CI-24k
NDUFV2-AS1			
NDUFV2P1		7607668	
NDUFV3		9344673	CI-10k
NEAT1	NCRNA00084	9253601, 9858482, 12565840	TncRNA, MENepsilon/beta, LINC00084, VINC
NEB	NEM2	10051637, 9359044	NEB177D
NEBL		9733644, 10470015	LASP2, LNEBL
NEBL-AS1			
NECAB1	EFCBP1		
NECAB2	EFCBP2	12044471	
NECAB3	SYTIP2, APBA2BP	10833507	XB51, dJ63M2.4, NIP1, dJ63M2.5, EFCBP3
NECAP1		14555962, 15494011	DKFZP566B183
NECAP1P1			
NECAP1P2			
NECAP2		14555962, 15494011	FLJ10420
NECTIN1	HVEC, ED4, PVRL1	7721102, 9616127	PRR, PRR1, PVRR1, SK-12, HIgR, CLPED1, CD111, OFC7
NECTIN2	HVEB, PVRL2	7622062, 10196354	PVRR2, PRR2, CD112
NECTIN3	PVRL3	11024295	nectin-3, PPR3, PVRR3, DKFZP566B0846, CDw113, CD113
NECTIN3-AS1	PVRL3-AS1		
NECTIN4	PVRL4	11544254	nectin-4, PRR4, LNIR
NEDD1			GCP-WD, TUBGCP7
NEDD4		9073511, 8649367	KIAA0093, MGC176705, NEDD4-1, RPF1
NEDD4L		10594025, 11244092, 18322022	KIAA0439, RSP5, NEDD4-2
NEDD8		9353319	Nedd-8
NEDD8-MDP1			
NEDD9			HEF1, CAS-L, CASS2
NEFH			
NEFHP1	NEFHL		
NEFL		17620486, 3145240	NFL, CMT1F, CMT2E, NF68, PPP1R110
NEFLP1		12815422	
NEFM	NEF3	1348579	NFM, NF-M
NEFMP1			
NEGR1		10075727	KILON, MGC46680, Ntra, IGLON4
NEGR1-IT1			
NEIL1		11904416	FLJ22402, hFPG1, NEI1, FPG1
NEIL2		12097317, 17686777	NEH2, FLJ31644, MGC2832, MGC4505
NEIL3		12713815, 12509226, 19170771, 23755964	FLJ10858, hFPG2, FPG2, hNEI3, ZGRF3
NEK1		1382974, 8274451	NY-REN-55, KIAA1901
NEK2		8274451, 24043777	NLK1, NEK2A, RP67, PPP1R111
NEK2P1	NEK2P		
NEK2P2			
NEK2P3			
NEK2P4			
NEK3		8274451, 7522034	HSPK36, MGC29949
NEK4	STK2	8208544	NRK2, pp12301
NEK4P1			
NEK4P2			
NEK4P3			
NEK5		9552363	
NEK6		10702691	SID6-1512
NEK7		11701951	
NEK8		18199800	NPHP9
NEK9		11864968	Nek8, NERCC, DKFZp434D0935, MGC16714
NEK10		15289607	FLJ32685
NEK11			FLJ23495
NELFA	WHSC2	10409432	NELF-A
NELFB	COBRA1	11230166, 10574461, 17910036, 17659869	KIAA1182, NELF-B
NELFCD	TH1L	11030415, 11042152	HSPC130, TH1, NELF-C, NELF-D
NELFE	RDBP		RD, D6S45, NELF-E, RDP
NELL1		8975702, 24563467	IDH3GL, FLJ45906
NELL2		8975702, 25537860	NRP2
NEMF	SDCCAG1	9610721, 10575219	NY-CO-1, FLJ10051
NEMP1	TMEM194, TMEM194A	25946333	KIAA0286
NEMP2	TMEM194B	25946333	
NENF		9771976, 15605373	CIR2, SCIRP10, SPUF
NENFP1			
NENFP2			
NENFP3			
NEO1		9121761	NGN, HsT17534, IGDCC2, NTN1R2
NEPNP		20210993	NPN, NEPN
NEPRO	C3orf17	19906856	DKFZP434F2021, NET17
NES		1478958, 9104587	FLJ21841
NET1		8649828	ARHGEF8, NET1A
NETO1		11943477, 12810072	BTCL1, BCTL1
NETO2		11943477	FLJ10430, NEOT2
NEU1	NEU	9054950	
NEU2		10191093, 14613940	SIAL2
NEU3		10405317	
NEU4			
NEURL1	NEURL	9519875, 20847082	h-neu, RNF67, neu-1
NEURL1-AS1			
NEURL1B		17003037	DKFZP761M1511, Neur2, RNF67B
NEURL2	C20orf163	12076535, 19723503	dJ337O18.6, FLJ30259, Ozz, Ozz-E3
NEURL3		15936721	Lincr, LOC93082, RNF132
NEURL4		22261722, 22441691	KIAA1787
NEUROD1	NEUROD	7754368, 8786144	BETA2, BHF-1, NeuroD, bHLHa3, MODY6
NEUROD2		9119405	NDRF, bHLHa1
NEUROD4			Atoh3, ATH-3, MATH-3, bHLHa4
NEUROD6		12357074	Atoh2, NEX1M, Math-2, bHLHa2, Nex1
NEUROG1	NEUROD3	9119405	AKA, Math4C, ngn1, bHLHa6
NEUROG2			Atoh4, Math4A, ngn-2, bHLHa8, NGN2
NEUROG3		9000438, 10677506	Atoh5, Math4B, ngn3, bHLHa7
NEXMIF	KIAA2022	15466006, 23615299, 27822498	XPN, MRX98, KIDLIA
NEXN		12053183, 8227983	nexilin, NELIN
NEXN-AS1	C1orf118	27713484	FLJ90637
NF1		1715669	
NF1P1		1505963, 8264676, 8825634	NF1HHS
NF1P2			
NF1P3	NF1L1	7926815, 10830953	
NF1P4	NF1L4	8825634	
NF1P5	NF1L5	8825634	
NF1P6	NF1L6	8825634	Em:AP000532.C22.1
NF1P7	NF1L7		
NF1P8	NF1L2	8825634	
NF1P9			
NF1P10			
NF1P11			
NF1P12			
NF2		10591208	merlin, ACN, SCH, BANF
NFAM1		12615919	CNAIP
NFASC		1377696, 8672144	NRCAML, KIAA0756, FLJ46866, NF
NFAT5		10377394	TONEBP, KIAA0827, NFATL1, OREBP, NFATZ, NF-AT5
NFATC1		8202141	NF-ATC, NFATc, NFAT2
NFATC2		8202141	NF-ATP, NFATp, NFAT1
NFATC2IP		15698469	FLJ14639, NIP45, RAD60, ESC2
NFATC3		7749981	NFAT4, NFATX
NFATC4		7749981	NFAT3
NFE2		8355703	NF-E2
NFE2L1	TCF11	8248256, 9501099	NRF1, LCR-F1, FLJ00380
NFE2L2		7937919	NRF2
NFE2L3		10037736	Nrf3
NFE2L3P1			
NFE2L3P2			
NFE4		11003662	NF-E4
NFIA		7590749	NFI-L, KIAA1439
NFIA-AS1		25265644, 27779670	RP5-833A20.1
NFIA-AS2			
NFIB		7590749	NFI-RED, NFIB2, NFIB3
NFIC	NFI	3398920, 7590749	CTF, NF-I, CTF5
NFIL3	IL3BP1	7565758, 1620116	E4BP4, NFIL3A, NF-IL3A
NFIX		8340106, 7590749	NF1A
NFKB1		1992489	KBF1, p105, NFKB-p50, p50, NF-kappaB, NFkappaB, NF-kB1
NFKB2		1876189	LYT-10, p52, p105, NF-kB2, p49/p100
NFKBIA	NFKBI	1829648	IKBA, MAD-3, IkappaBalpha
NFKBIB		9763672	IKBB, TRIP9
NFKBID		12477932	TA-NFKBH, IkappaBNS
NFKBIE		9135156	IKBE
NFKBIL1	NFKBIL	8081366	IKBL
NFKBIZ		12565889, 16513645	MAIL, FLJ34463, INAP
NFRKB		1427843	DKFZp547B2013, INO80G
NFS1		9885568, 16847322	NifS, IscS
NFU1	HIRIP5	11342215, 12886008	CGI-33, NifU, NIFUC
NFU1P1			
NFU1P2			
NFX1		7964459, 2511169, 12047746	NFX2, MGC20369, Tex42, TEG-42
NFXL1		20522174	HOZFP
NFYA		1774067, 9612081	HAP2, CBF-B, NF-YA
NFYAP1	NFYAP		
NFYB		1774067, 9612081	CBF-A, HAP3, NF-YB
NFYC		8921405, 9249075	CBF-C, NF-YC
NFYC-AS1			0808y08y
NGB		11029004, 17210637	
NGDN	C14orf120	16705177	DKFZP564O092, LCP5, lpd-2, NGD, CANu1
NGEF		10777665	ARHGEF27
NGF	NGFB		
NGF-AS1		29855537	RP4-663N10.1
NGFR		3022937, 3006050	TNFRSF16, CD271, p75NTR
NGLY1			FLJ11005, PNG1
NGRN		11118320	DSC92
NHCP1			
NHEJ1		16439204, 16439205	Cernunnos, XLF, FLJ12610
NHLH1	HEN1		NSCL, NSCL1, bHLHa35
NHLH2	HEN2	1528853	NSCL2, bHLHa34
NHLRC1		12958597, 16134145	bA204B7.2, EPM2B
NHLRC2		12477932	FLJ25621, FLJ20147, FLJ33312, MGC45492, DKFZp779F115
NHLRC3			
NHLRC4		12477932	
NHP2	NOLA2	11074001	FLJ20479
NHP2P1	NOLA2P1		bA360G10.4
NHP2P2			TCAG_30283
NHS		20332100	
NHS-AS1			
NHSL1	C6orf63		bA43P8.1, KIAA1357
NHSL2			
NICN1		12392556	MGC12936
NICN2P			
NID1	NID	2471408, 7557988	entactin
NID2		9733643	
NIDDM1		8640221	
NIDDM2		8782826	
NIF3L1	ALS2CR1	11124544, 11161814, 12522100	CALS-7, MDS015
NIFK	MKI67IP	11342549, 16244663, 14659764	Nopp34, hNIFK
NIFK-AS1		12477932	
NIFKP1	MKI67IPP1		
NIFKP2	MKI67IPP2		
NIFKP3	MKI67IPP3		
NIFKP4	MKI67IPP4		
NIFKP5	MKI67IPP5		
NIFKP6	MKI67IPP6		
NIFKP7	MKI67IPP7		
NIFKP8	MKI67IPP8		
NIFKP9	MKI67IPP9		
NIM1K		15733851	MGC42105, NIM1
NIN		11004522, 11162463	
NINJ1		8780658	NIN1
NINJ2		10627596	
NINL		10231032	KIAA0980, NLP
NIP7		14660641, 22195017, 20798176	CGI-37, FLJ10296, HSPC031, KD93
NIP7P1			
NIP7P2			
NIP7P3			
NIPA1	SPG6	14508710	MGC35570, SLC57A1
NIPA2		14508708	SLC57A2
NIPA2P1			
NIPA2P2			
NIPA2P3			
NIPA2P4			
NIPA2P5			
NIPAL1	NPAL1		DKFZp686A06115
NIPAL2	NPAL2	14702039	FLJ13955
NIPAL3	NPAL3	8619474, 9110174	DJ462O23.2
NIPAL4		8619474, 9110174, 15317751	ICHYN
NIPBL		15146186, 15146185	IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2
NIPBL-DT	NIPBL-AS1	24007600, 29261648	NIPBL-AS
NIPSNAP1		9661659	
NIPSNAP2	GBAS	9615231, 9661659, 20888800	
NIPSNAP3A		15177564	DKFZp564D177, FLJ13953, HSPC299, MGC14553
NIPSNAP3B		12477932	FLJ11275
NISCH		11912194, 10882231	KIAA0975, I-1, IRAS
NIT1		9671749	
NIT2		10959838	
NKAIN1	FAM77C	17606467	FLJ12650
NKAIN1P1			
NKAIN2	TCBA1	17606467	FAM77B
NKAIN3	FAM77D	17606467	FLJ39630
NKAIN3-IT1		29861416	LOC643763
NKAIN4	C20orf58	17606467	bA261N11.2, FAM77A
NKAP		14550261	FLJ22626
NKAPD1	C11orf57	12477932	FLJ10726
NKAPL	C6orf194		bA424I5.1
NKAPP1	CXorf42		FLJ36576
NKD1		11356022, 25904337	
NKD2		11356022, 11604995	Naked2
NKG7		8458737	GIG1, GMP-17
NKILA		25759022, 26069731, 28123845	
NKIRAS1		10657303	KBRAS1, kappaB-Ras1
NKIRAS2		10657303	KBRAS2, DKFZP434N1526, kappaB-Ras2
NKPD1		14702039	FLJ33600
NKRF		10562553	ITBA4, NRF
NKS1		1979875	EC-1
NKTR		8314596, 8144875	p104
NKX1-1		7518789	HSPX153, SAX2
NKX1-2	C10orf121	10681422	bB238F13.2
NKX2-1	NKX2A, BCH, TITF1	1976511	TTF-1, TTF1
NKX2-1-AS1		30258080	
NKX2-2	NKX2B	9703340, 1346742	NKX2.2
NKX2-2-AS1		18538132	NKX2-2AS
NKX2-3	NKX2C	1346742, 9142493	NKX2.3, CSX3, NKX4-3
NKX2-4	NKX2D	1346742, 10818213	NKX2.4
NKX2-5	CSX, NKX2E	7665173, 8900537	CSX1, NKX2.5, NKX4-1
NKX2-6		15649947	CSX2, NKX4-2
NKX2-8	NKX2H	9446603	NKX2.8, Nkx2-9
NKX3-1	NKX3A	9226374	NKX3.1, BAPX2
NKX3-2	BAPX1	9344671	NKX3B, NKX3.2
NKX6-1	NKX6A	9119408	Nkx6.1
NKX6-2		11210186	NKX6B, GTX, NKX6.1
NKX6-3		16326147	FLJ25169
NLE1	NLE		FLJ10458
NLGN1		10767552, 10819331	KIAA1070
NLGN1-AS1			
NLGN2		10767552, 10819331	KIAA1366
NLGN3		10767552, 10819331	HNL3, KIAA1480, ASPGX1, AUTSX1
NLGN4X	NLGN4	10574462	KIAA1260, NLGN, HLNX
NLGN4Y		10231032	KIAA0951
NLGN4Y-AS1	NLGN4YAS, NLGN4Y-AS		
NLK		9448268, 10863097	
NLN	AGTBP	10574462	KIAA1226
NLRC3		15705585, 12766759, 25277106	CLR16.2, FLJ00348, NOD3
NLRC4	CARD12	11374873	CLAN1, ipaf, CLANA, CLANB, CLANC, CLAND, CLR2.1, CLAN
NLRC5		12615073, 24815518, 23175229	NOD27, CLR16.1, FLJ21709
NLRP1	NALP1, SLEV1	8781126, 12563287, 17377159	KIAA0926, DKFZp586O1822, CARD7, NAC, CLR17.1, DEFCAP, VAMAS1
NLRP2	NALP2	12563287, 11270363	FLJ20510, PYPAF2, NBS1, PAN1, CLR19.9
NLRP2B	NLRP2P	12766759, 24871464	NOD24, NALP2P, CLRX.1, POP4
NLRP3	C1orf7, CIAS1, DFNA34	10741953	AGTAVPRL, AII, AVP, FCAS, FCU, NALP3, PYPAF1, MWS, CLR1.1
NLRP3P1	NLRP3P	12766759	NOD13
NLRP4	NALP4	12563287, 12019269	PYPAF4, FLJ32126, PAN2, RNH2, CLR19.5, CT58
NLRP5	NALP5	12563287, 11925379	PYPAF8, MATER, PAN11, CLR19.8
NLRP6	NALP6	12563287, 12019269	PYPAF5, PAN3, CLR11.4
NLRP7	NALP7	12563287, 12019269	PYPAF3, NOD12, PAN7, CLR19.4
NLRP8	NALP8	12563287	NOD16, PAN4, CLR19.2
NLRP9	NALP9	12563287	NOD6, PAN12, CLR19.1
NLRP9P1	NLRP9P	12766759	NOD25
NLRP10	NALP10	12563287	NOD8, PAN5, Pynod, CLR11.1
NLRP11	NALP11	12563287, 12019269	PYPAF6, NOD17, PAN10, CLR19.6
NLRP12	NALP12	12563287, 12019269	RNO2, PYPAF7, Monarch1, PAN6, CLR19.3
NLRP13	NALP13	12563287	NOD14, PAN13, CLR19.7
NLRP14	NALP14	12563287	NOD5, GC-LRR, Nalp-iota, PAN8, CLR11.2
NLRX1		12766759	NOD9, CLR11.3
NM			
NMB		2458345	MGC2277, MGC3936, MGC17211
NMBR			BB1, BB1R
NMBR-AS1		28942040	RP11-137J7.2
NMD3		10810093, 23782956, 12773398	CGI-07
NMD3P1	NMD3P		
NMD3P2			
NME1		8270257, 19852809	NM23, NM23-H1, NDPKA
NME1-NME2		16442775	NM23-LV, NMELV
NME1P1			
NME2		1988104, 19852809	NM23-H2, NDPKB
NME2P1			
NME3		9067290, 19852809	DR-nm23, NM23-H3, NDPKC
NME4		9099850, 19852809	nm23-H4, NM23H4, NDPKD
NME5		9742940, 19852809	nm23-H5, RSPH23
NME6		10453732, 19852809	NM23-H6, IPIA-ALPHA
NME7		19852809	FLJ37194, NM23-H7, CFAP67
NME8	TXNDC3	11737268, 11768308, 19852809	CILD6, SPTRX2, NM23-H8
NME9	TXNDC6	12569107, 19852809	TXL-2, NM23-H9
NMI		8668343, 9989503	
NMNAT1	LCA9	11248244, 11027696, 22842227	NMNAT, PNAT1
NMNAT1P1	NMNATP		
NMNAT1P2			
NMNAT1P3			
NMNAT1P4			
NMNAT1P5			
NMNAT2	C1orf15	11318611, 12359228	KIAA0479, PNAT2
NMNAT3		12574164	PNAT3
NMRAL1		18263583, 19027726	FLJ25918, HSCARG, SDR48A1
NMRAL2P	NMRAL1P1	28245089	LOC344887
NMRK1	C9orf95	15137942	FLJ20559, NRK1, bA235O14.2
NMRK2	ITGB1BP3	10613898, 15137942	MIBP, NRK2
NMS		15635449	
NMT1		1570339	NMT
NMT2		9506952	
NMTRL-TAA1-1	TRNAL31		nmt-tRNA-Leu-TAA-1-1
NMTRL-TAA2-1	TRNAL46P		nmt-tRNA-Leu-TAA-2-1
NMTRL-TAA3-1	TRNAL45P		nmt-tRNA-Leu-TAA-3-1
NMTRL-TAA4-1	TRNAL37		nmt-tRNA-Leu-TAA-4-1
NMTRL-TAA5-1	TRNAL42P		nmt-tRNA-Leu-TAA-5-1
NMTRL-TAA6-1	TRNAL41P		nmt-tRNA-Leu-TAA-6-1
NMTRP-TGG1-1	TRNAP23P		nmt-tRNA-Pro-TGG-1-1
NMTRQ-CTG1-1	TRNAQ38P		nmt-tRNA-Gln-CTG-1-1
NMTRQ-TTG1-1	TRNAQ40P		nmt-tRNA-Gln-TTG-1-1
NMTRQ-TTG2-1	TRNAQ48P		nmt-tRNA-Gln-TTG-2-1
NMTRQ-TTG3-1	TRNAQ18		nmt-tRNA-Gln-TTG-3-1
NMTRQ-TTG4-1	TRNAQ42P		nmt-tRNA-Gln-TTG-4-1
NMTRQ-TTG5-1	TRNAQ31		nmt-tRNA-Gln-TTG-5-1
NMTRQ-TTG6-1	TRNAQ47P		nmt-tRNA-Gln-TTG-6-1
NMTRQ-TTG7-1	TRNAQ34P		nmt-tRNA-Gln-TTG-7-1
NMTRQ-TTG8-1	TRNAQ35P		nmt-tRNA-Gln-TTG-8-1
NMTRQ-TTG9-1	TRNAQ36P		nmt-tRNA-Gln-TTG-9-1
NMTRQ-TTG10-1	TRNAQ50P		nmt-tRNA-Gln-TTG-10-1
NMTRQ-TTG11-1	TRNAQ43P		nmt-tRNA-Gln-TTG-11-1
NMTRQ-TTG12-1	TRNAQ41P		nmt-tRNA-Gln-TTG-12-1
NMTRQ-TTG13-1	TRNAQ52P		nmt-tRNA-Gln-TTG-13-1
NMTRQ-TTG14-1	TRNAQ9		nmt-tRNA-Gln-TTG-14-1
NMTRQ-TTG15-1	TRNAQ54P		nmt-tRNA-Gln-TTG-15-1
NMTRS-TGA1-1	TRNAS8		nmt-tRNA-Ser-TGA-1-1
NMTRS-TGA2-1	TRNAS31P		nmt-tRNA-Ser-TGA-2-1
NMTRS-TGA3-1	TRNAS30P		nmt-tRNA-Ser-TGA-3-1
NMTRV-TAC1-1	TRNAV37P		nmt-tRNA-Val-TAC-1-1
NMU		7619205	
NMUR1	GPR66	9782091	GPC-R, FM-3, NMU1R
NMUR2	NMU2R	8940772, 10894543	
NNAT		8660979, 27109921	Peg5
NNMT		8575745	
NNO1		9792868	
NNT		9271681, 9524818	
NNT-AS1		27966450, 28628975	RP11-159F24.1
NOA1	C4orf14	16380119, 2118999, 21771794, 22447445	MGC3232, hAtNOS1, hNOA1, MTG3
NOB1	PSMD8BP1	16172919	NOB1P, ART-4, MST158
NOBOX		11804785, 16597639	OG2, Og2x
NOC2L		20123734, 22363708	DKFZP564C186, NET7, NET15, NIR, PPP1R112
NOC2LP1			
NOC2LP2			
NOC3L	C10orf117	15564382, 18520036	AD24, FLJ12820, FAD24
NOC4L		12446671	MGC3162, NET49, UTP19, Noc4
NOCT	CCRN4L	10521507, 11394964	CCR4L, Ccr4c, NOC
NOD1	CARD4	10224040, 10329646	NLRC1, CLR7.1
NOD2	IBD1, CARD15	7809109, 8587604	BLAU, CD, PSORAS1, CLR16.3, NLRC2
NODAL		9354794	
NOG	SYNS1, SYM1	7666191, 10080184, 11545688	
NOL3		9560245	ARC, NOP30, MYP, CARD2
NOL4		9813152	NOLP, HRIHFB2255, CT125
NOL4L	C20orf113, C20orf112	11780052, 15302935, 20520637	dJ1184F4.2, DKFZP566G1424, dJ1184F4.4
NOL4L-DT			
NOL6		11895476, 15590835	bA311H10.1, Nrap, FLJ21959, MGC14896, MGC14921, MGC20838, UTP22
NOL7	C6orf90, PQBP3	16205646	NOP27, RARG-1, dJ223E5.2
NOL8	C9orf34	12477932	FLJ20736, Nop132
NOL8P1			
NOL9		21063389	FLJ23323, NET6, Grc3
NOL10	PQBP5	12477932	FLJ14075
NOL11		12477932	DKFZP586L0724
NOL12		12477932	MGC3731, Nop25, RRP17
NOLC1		7657714, 10567578	P130, KIAA0035, NOPP140, NOPP130
NOM1	C7orf3	10329000	SGD1, PPP1R113
NOMO1		1310294, 15257293	PM5
NOMO2		15257293	NOMO, PM5
NOMO3		15257293	
NONO		8371983, 9360842	NRB54, NMT55, P54NRB, P54, PPP1R114
NONOP1			
NONOP2			
NOP2	NOL1	8088812	NOP120, NSUN1, p120
NOP9	C14orf21	21653694	
NOP10	NOLA3	11074001, 9843512	NOP10P, MGC70651
NOP14	C4orf9, NOL14	9734812, 11694595	RES4-25, UTP2
NOP14-AS1	C4orf10	9734812	RES4-24
NOP16		10810093, 11042152	HSPC111, HSPC185, LOC51491
NOP53	GLTSCR2	10708517, 16971513, 17657248, 24120868	PICT-1, PICT1
NOP53-AS1	GLTSCR2-AS1		
NOP56	NOL5A	9372940, 21683323	SCA36
NOP56P1	NOL5B, NOL5BP		NOP56-L, dJ207F6.1
NOP56P2			
NOP56P3			
NOP58		10606270, 10925205	NOP5, HSPC120
NORAD	LINC00657	26724866, 27406171	
NOS1	NOS	1385308, 7682706	nNOS
NOS1AP		9455484, 9459447	KIAA0464, CAPON
NOS2	NOS2A	7682706	iNOS, NOS, HEP-NOS
NOS2P1	NOS2C	7558036	
NOS2P2	NOS2B	7558036	
NOS2P3		11997339	
NOS2P4			
NOS3		1379542	ECNOS, eNOS
NOSIP		11149895, 10810093	CGI-25
NOSTRIN		12446846	MGC20702
NOTCH1	TAN1	1831692	
NOTCH2		7698746	
NOTCH2NLA	NOTCH2NL	14673143, 29856954, 29856955	N2N
NOTCH2NLB		29856954, 29856955	
NOTCH2NLC		29856954, 29856955	
NOTCH2NLR		29856954, 29856955	
NOTCH2P1			
NOTCH3	CADASIL	7835890	CASIL
NOTCH4	INT3	7835890	
NOTO		15231714	
NOTUM		25731175	
NOVA1		8558240	
NOVA2	NOVA3	9344654, 10368286	ANOVA
NOX1		10485709, 10615049	NOH1, NOH-1, MOX1, GP91-2
NOX3		11376945	GP91-3
NOX4			KOX-1, KOX
NOX5		11483596	NOX5A, NOX5B
NOXA1	SDCCAG31	9610721	NY-CO-31, FLJ25475
NOXO1			P41NOXA, P41NOXB, P41NOXC, SH3PXD5, SNX28
NOXRED1	C14orf148		FLJ32809
NPAP1	C15orf2	10783265, 22694955	
NPAP1L			
NPAP1P1			
NPAP1P2			
NPAP1P3			
NPAP1P4			
NPAP1P5			
NPAP1P6			
NPAP1P7			
NPAP1P8			
NPAS1		9012850, 9079689	MOP5, PASD5, bHLHe11
NPAS2		9012850, 9079689	MOP4, PASD4, bHLHe9
NPAS3			MOP6, PASD6, bHLHe12
NPAS4		14701734	PASD10, NXF, Le-PAS, bHLHe79
NPAT		9205109	E14, p220
NPB		12118011, 12401809	PPL7, PPNPB
NPBWR1	GPR7	7590751, 12401809	
NPBWR2	GPR8	12401809	
NPC1		8446622	SLC65A1
NPC1L1		10783261	SLC65A2
NPC2		8418812, 11125141	HE1, NP-C2, EDDM1
NPCDR1			NPCR
NPDC1		11245976	DKFZp586J0523, CAB-, CAB1
NPEPL1		14702039	FLJ11583, bA261P9.2
NPEPPS		9048733, 10329370	PSA, MP100
NPFF		9224703	FMRFAL
NPFFR1	GPR147	11024015	OT7T022, NPFF1R1
NPFFR2	GPR74	10079187, 10851242	NPFF2, NPGPR
NPHP1	NPH1		JBTS4, SLSN1
NPHP3		12872122, 15381417	NPH3, KIAA2000, FLJ30691, FLJ36696, MKS7, SLSN3, CFAP31
NPHP3-ACAD11			
NPHP3-AS1	NCRNA00119	12477932	
NPHP4		11920287, 12205563	SLSN4, KIAA0673, POC10
NPHS1		9915943, 9660941	CNF, NPHN
NPHS2		8589695, 10742096	SRN1, PDCN
NPIPA1	NPIP	11586358, 18055785	morpheus
NPIPA2			
NPIPA3			
NPIPA5			
NPIPA7			
NPIPA8		11586358	LCR16a9
NPIPA9			
NPIPB1P			
NPIPB2			
NPIPB3	NPIPL3	11948212	KIAA0220
NPIPB4			
NPIPB5			
NPIPB6			
NPIPB7	NPIPL1		LOC440350
NPIPB8			
NPIPB9			
NPIPB10P			
NPIPB11			
NPIPB12			
NPIPB13			
NPIPB14P			
NPIPB15	NPIPL2		LOC440348
NPIPP1			
NPL	C1orf13	11318611	NPL1, DHDPS1
NPLOC4		11574150, 10811609, 24429874	NPL4, FLJ20657, KIAA1499
NPM1		8471164, 8122112	B23, NPM
NPM1P1	NPMP1	8471164	NG1-1.6
NPM1P2	NPMP2	8471164, 2157848	NG2-6
NPM1P3	NPMP3, NPM1P15	8471164	NG3-3
NPM1P4	NPMP4	8471164	NG4-5
NPM1P5	NPMP5	8471164	NG5-4
NPM1P6	NPMP6	8471164	NG6-4
NPM1P7	NPMP7, NPM1P16	8471164	NG7-6
NPM1P8			
NPM1P9			
NPM1P10			
NPM1P11			
NPM1P12			
NPM1P13			
NPM1P14			
NPM1P17			
NPM1P18			
NPM1P19			
NPM1P20			
NPM1P21			
NPM1P22			
NPM1P23			
NPM1P24			
NPM1P25			
NPM1P26			
NPM1P27			
NPM1P28			
NPM1P29			
NPM1P30			
NPM1P31			
NPM1P32			
NPM1P33			
NPM1P34			
NPM1P35			
NPM1P36			
NPM1P37			
NPM1P38			
NPM1P39			
NPM1P40			
NPM1P41			
NPM1P42			
NPM1P43			
NPM1P44			
NPM1P45			
NPM1P46			
NPM1P47			
NPM1P48			
NPM1P49			
NPM1P50			
NPM1P51			
NPM1P52			
NPM2		12714744	
NPM3		11722795	
NPNT		15754038	EGFL6L, POEM
NPPA	ANP, PND		
NPPA-AS1	NPPAAS, NPPA-AS	19671135	
NPPB		2597152	
NPPC		7698765, 8330189	CNP
NPR1	ANPRA, NPRA	1979052	GUCY2A, ANPa
NPR2	ANPRB, NPRB, AMDM	9634515, 15146390	GUCY2B, ANPb
NPR3	NPRC, ANPRC, C5orf23	2162522, 1979052	GUCY2B, FLJ14054
NPRL2	TUSC4	15374952, 18616680, 23723238	NPR2L, NPR2
NPRL3	C16orf35	8575760	CGTHBA, RMD11, NPR3, MARE, HS-40
NPS		18181564, 15312648	
NPSR1	GPR154	12679517, 15073379	PGR14, GPRA
NPSR1-AS1		15073379	AAA1, IMAGE:4827585
NPTN	SDFR1	8619474, 9110174	SDR1, GP55, GP65, np65, np55
NPTN-IT1		23395002	lncRNA-LET
NPTX1		8884281	
NPTX2		8530029	
NPTXR		16497176	
NPVF	C7orf9	11951088, 11173868	RFRP
NPW		12118011, 12401809	PPL8
NPY			PYY4
NPY1R	NPYR	8095935	
NPY2R		7559383	
NPY4R	PPYR1	9417917	Y4, PP1
NPY4R2			CH17-360D5.1
NPY5R		8700207, 9417917	NPYR5
NPY6R		8910373, 8910290	PP2, NPY1RL, NPY6RP
NQO1	NMOR1, DIA4	2843525	DHQU, QR1, DTD
NQO2	NMOR2	1691923	QR2, DHQV, DIA6
NR1D1	THRAL	1971514	ear-1, hRev, Rev-ErbAalpha, THRA1, REVERBA, REVERBalpha
NR1D2		7997240, 10198169	BD73, RVR, EAR-1r, HZF2, Hs.37288, REVERBB, REVERBbeta
NR1H2	UNR	7782080, 7971966	NER, NER-I, RIP15, LXR-b, LXRb
NR1H3		8621574, 7744246	LXR-a, RLD-1, LXRa
NR1H4		7774010, 9223286	FXR, RIP14, HRR1, HRR-1
NR1H5P			Fxrb, NR1H5
NR1I2		9727070, 9770465	ONR1, PXR, BXR, SXR, PAR2
NR1I3		8114692	MB67, CAR1, CAR
NR1I4			CAR2
NR2C1	TR2	2597158	TR2-11
NR2C2	TR4	8661150, 8016112	TAK1, TR2R1, hTAK1
NR2C2AP		12486131	TRA16
NR2E1	TLX	9628820	TLL, XTLL
NR2E3		10220376	PNR, rd7, RP37
NR2F1	ERBAL3, TFCOUP1	8530078	EAR-3, COUP-TFI, TCFCOUP1, SVP44, COUPTF1
NR2F1-AS1		23583100, 29602203	FLJ42709
